filter_name,score,avg_like,img1,img2,img3,img4
Normal,130,65,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11325631_894326063958844_1174826786_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11379711_1643080745928796_261257286_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11335777_1601985540082275_666666287_n.jpg,https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e15/1940982_1613878632183961_1586776640_n.jpg
Lark,11,24,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11326465_1459771067655441_1238507954_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11377594_1750877548472188_1861954591_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11272386_544484289024108_705835756_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11252192_1419555125035852_924148210_n.jpg
Lo-fi,10,18,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11420785_1586179971634047_1644183682_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11377494_1460598737585220_1258880154_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11276272_1681899695371518_1040624743_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11355210_1436172330022722_2106852044_n.jpg
Juno,7,11,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11330620_1666160066947805_1413751579_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11374726_106628759675415_1723330105_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11333710_1459017197729057_1352298430_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11334491_563478797125167_2077017285_n.jpg
Crema,6,26,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11282740_794143434027230_565725037_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11419143_698991213560602_939607229_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11373706_741701935940538_1122099309_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11328540_1402687393393494_1355386162_n.jpg
Amaro,4,15,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11325315_474428719382665_1955880960_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11352358_1616905038526712_118763151_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11372013_849657861786169_150606867_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11325383_1669723729925792_1475519619_n.jpg
