wordlist,countlist,maxlike,totallike,avelike
utahsky,1,52,52,52
ig_utah,1,52,52,52
rei1440project,1,52,52,52
utahtravels,1,52,52,52
home,1,52,52,52
wowutah,2,56,108,54
liberatedquiltmaking,1,47,47,47
novel,1,47,47,47
runhardquilthard,1,47,47,47
anniversaryquilt,1,47,47,47
sotdmakesquilts,1,47,47,47
mylovely,1,42,42,42
buencompaneros,1,3,3,3
jimador,1,3,3,3
carneasadanite,1,3,3,3
igutah,1,16,16,16
bison,1,16,16,16
dayseven,1,16,16,16
antelopeisland,2,34,50,25
prideweekend,5,13,50,10
dusk,1,34,34,34
adventure30,1,34,34,34
scary,1,99,99,99
oldlife,1,99,99,99
gonnamisswyoming,1,99,99,99
imcominghome,1,99,99,99
dc,1,99,99,99
ny,1,99,99,99
exchangestudent,1,99,99,99
travelingwithstyle,1,99,99,99
foreign,1,99,99,99
bestexperience,1,99,99,99
flyingalone,1,99,99,99
pride,1,35,35,35
repost,2,35,42,21
801derful,1,22,22,22
bidnesstrip,1,22,22,22
dansiecr2015,1,41,41,41
familytrip,1,41,41,41
breathtaking,1,9,9,9
saltlakeutah,1,9,9,9
landing,2,11,20,10
neveragain,1,76,76,76
vr6,1,76,76,76
dasauto,1,76,76,76
vw,1,76,76,76
cc,1,76,76,76
germanonly,1,76,76,76
5jun2015,1,14,14,14
fridaymessage,1,14,14,14
avgeek,4,342,384,96
poopface,1,14,14,14
lucky,1,14,14,14
noh8,1,8,8,8
slcut,1,8,8,8
mountains,5,261,724,144
mexico,1,24,24,24
vacation,2,24,40,20
redeye,2,53,77,38
salt,1,70,70,70
greatsaltlake,1,70,70,70
equality,1,13,13,13
neweigthwonderoftheworld,1,24,24,24
butit,1,24,24,24
halestorm,1,6,6,6
saltair,1,6,6,6
cookbook,1,4,4,4
zombies,1,4,4,4
thesnackingdead,1,4,4,4
myfriendsarecoolerthanyours,1,4,4,4
negroni,2,8,13,6
2,1,8,8,8
negroniweek,2,8,13,6
mommysfavorite,1,73,73,73
daddysprincess,1,73,73,73
byeprovo,1,13,13,13
byeusa,1,13,13,13
hellobrazil,1,13,13,13
goinghome,1,13,13,13
radgirlslife,1,64,64,64
runner,1,64,64,64
runlikeagirl,1,64,64,64
teamsuperior,1,64,64,64
altrarunning,1,64,64,64
trailrunning,1,64,64,64
trailchix,1,64,64,64
altrasuperior,1,64,64,64
shades,1,2,2,2
sunglasses,1,2,2,2
glowinthedark,1,2,2,2
explore,1,15,15,15
hike,1,15,15,15
sandstone,1,15,15,15
familytime,1,15,15,15
lastdayofschool,1,126,126,126
bestfriends,1,126,126,126
eldertribe,1,44,44,44
returnmissionary,1,44,44,44
philippines,1,44,44,44
welcomehome,1,44,44,44
roadbike,1,16,16,16
sunsetride,1,16,16,16
rideordie,1,16,16,16
fixedgear,1,16,16,16
beer,1,3,3,3
goldenale,1,3,3,3
chasingtail,1,3,3,3
squatters,1,3,3,3
weedfreegarden,1,19,19,19
weedtower,1,19,19,19
waytogokenji,1,4,4,4
asexuality,1,4,4,4
yearbook,1,4,4,4
sugarhouse,2,9,16,8
sugarhouseartwalk,1,7,7,7
reuse,1,7,7,7
greenloftcoop,2,9,16,8
reclaimedpallets,1,7,7,7
communityspace,1,7,7,7
reclaimedhardwood,2,9,16,8
recycleutah,2,9,16,8
loveyourwork,1,7,7,7
summerrooftopvibes,1,7,7,7
pallets,1,7,7,7
stages,1,7,7,7
planters,1,7,7,7
beehivelove,2,9,16,8
strengthinnumbers,1,6,6,6
game1,1,6,6,6
trulyblessed,1,104,104,104
onceapantheralwaysapanther,1,104,104,104
destiny,1,12,12,12
places,1,12,12,12
dance,1,12,12,12
lol,1,12,12,12
gamer,1,12,12,12
ps4,1,12,12,12
banksy,1,12,12,12
parkcityutah,1,12,12,12
morethanmormons,1,12,12,12
motivation,1,164,164,164
believe,1,164,164,164
fitfam,1,164,164,164
beunique,1,164,164,164
mindset,1,164,164,164
boisebound,1,164,164,164
goodnight,1,164,164,164
bfe2015,1,164,164,164
inspiration,1,164,164,164
beyourbest,1,164,164,164
quoteoftheday,1,164,164,164
palletpassion,1,9,9,9
palletlove,1,9,9,9
buildyourdream,1,9,9,9
gosolar,1,9,9,9
kilndried,1,9,9,9
cogdesigncollective,1,9,9,9
betterthannewwood,1,9,9,9
wegetourhandsdirty,1,9,9,9
thatflighttocalisomethingelse,1,30,30,30
dontmakeeyecontactwithmycamerahoe,1,30,30,30
summer,4,74,153,38
allblack,1,20,20,20
sitting,1,20,20,20
d7000,1,20,20,20
june,3,20,47,15
photography,2,20,20,10
courtyard,1,20,20,20
portrait,1,20,20,20
special,1,20,20,20
blackonblack,1,20,20,20
nikon,1,20,20,20
minishoot,1,20,20,20
photographer,1,20,20,20
fountain,1,20,20,20
summertime,1,20,20,20
bnw,1,43,43,43
fire,3,261,644,214
panoramic,3,261,644,214
pano,3,261,644,214
sunrise,3,261,644,214
justlanded,1,69,69,69
marines,2,93,146,73
osprey,2,93,146,73
pilot,2,93,146,73
mvp,1,81,81,81
warriors,1,81,81,81
basketball,1,81,81,81
win,1,81,81,81
cockpit,1,53,53,53
zion,1,24,24,24
cantwait,1,24,24,24
stoked,1,24,24,24
livecolourfully,1,24,24,24
tbt,1,24,24,24
lifeelevated,1,24,24,24
potatoesandpeaches,1,9,9,9
boiseorbust,1,9,9,9
youcandowhateveryoulike,1,9,9,9
sameinterest,1,7,7,7
siblingtime,1,7,7,7
horrormovie,1,7,7,7
asianboy,1,7,7,7
raelizzleadventures,1,20,20,20
travelbug,1,20,20,20
loveflying,1,20,20,20
pdcbar,1,10,10,10
bourbonisbest,1,10,10,10
flydelta,1,10,10,10
jboog,1,66,66,66
