wordlist,countlist,maxlike,totallike,avelike
russianspring,1,0,0,0
bar,1,0,0,0
sffoodie,1,0,0,0
dtla,26,252,1254,48
sffoodieinla,1,0,0,0
goodtimes,2,1,1,0
sftola,1,0,0,0
redbirdla,1,0,0,0
sharpiecar,1,0,0,0
darelc,1,0,0,0
art,7,69,161,23
blackandwhite,1,0,0,0
la,21,133,584,27
lihai,1,0,0,0
sharpiecivic,1,0,0,0
darelcarey,1,0,0,0
sharpie,1,0,0,0
sharpieart,1,0,0,0
drawing,2,4,4,2
lihairide,1,0,0,0
fun,3,55,72,24
gonzalez,1,1,1,1
dodgers,12,150,436,36
family,3,98,130,43
jimmymonroe,1,0,0,0
handsomestprez,1,0,0,0
thesisfilmfestival,1,0,0,0
ucla,1,0,0,0
love,8,478,809,101
birthday,1,1,1,1
friends,3,143,229,76
regram,1,2,2,2
foundation,1,2,2,2
motd,1,2,2,2
beauty,2,37,39,19
instamakeup,1,2,2,2
bornthisway,1,2,2,2
makeup,3,24,42,14
bblog,1,2,2,2
bblogger,1,2,2,2
toofaced,2,16,18,9
igbeauty,1,2,2,2
instaanimal,1,1,1,1
sandiegozoo,1,1,1,1
panda,1,1,1,1
animal,1,1,1,1
sandiego,1,1,1,1
sundayfunday,4,3,4,1
sorrynotsorry,1,0,0,0
i,2,0,0,0
ashcostello,2,2,2,1
newyearsday,2,2,2,1
amazeballs,1,0,0,0
californiadonuts,1,0,0,0
fattieshere,1,0,0,0
dtlacrew,1,3,3,3
losangeles,32,252,1664,52
imonaroll,1,1,1,1
poolnbowling,1,1,1,1
4,1,1,1,1
competitivemode,1,1,1,1
gaycakes,1,5,5,5
maleass,1,5,5,5
cakes,1,5,5,5
gayfit,1,5,5,5
gay,2,478,483,241
gayboy,2,478,483,241
malebubblebutts,1,5,5,5
twinks,1,5,5,5
gaylife,1,5,5,5
boys,1,5,5,5
gaypride,1,5,5,5
bigbooty,1,5,5,5
bigass,1,5,5,5
gaymen,2,478,483,241
gaybooty,1,5,5,5
instagay,2,478,483,241
monstershow,1,5,5,5
gaytop,1,5,5,5
gaykik,1,5,5,5
latinboys,1,5,5,5
gayboys,2,478,483,241
cake,1,5,5,5
gaybottom,1,5,5,5
malecakes,1,5,5,5
gaytwink,1,5,5,5
literallysogood,1,4,4,4
firsttimer,1,4,4,4
cameo,1,1,1,1
wevibing,1,1,1,1
freestyle,1,1,1,1
newtalent,1,1,1,1
nextup,1,1,1,1
stayonmain,1,1,1,1
shespit,1,1,1,1
music,5,42,93,18
ifindthem,1,1,1,1
mengink,1,1,1,1
shida,1,1,1,1
newvideocomingsoon,1,1,1,1
catconla,3,435,441,147
bulbs,1,5,5,5
lightbulbs,1,5,5,5
untitle,1,5,5,5
sturtevant_gonzalez_torres,1,5,5,5
light,1,5,5,5
일상,3,126,229,76
daily,1,5,5,5
instasize,1,5,5,5
moca,1,5,5,5
birthdayqueen,1,1,1,1
143,1,1,1,1
birdtribe,1,1,1,1
metropolitanfamily,1,1,1,1
dtlarising,1,1,1,1
doyou,1,1,1,1
culturality,1,1,1,1
dogood,1,1,1,1
peacockparty,1,1,1,1
rainboelove,1,1,1,1
inspiralized,1,9,9,9
yum,1,9,9,9
vegan,1,9,9,9
zoodles,1,9,9,9
lastory,4,252,392,98
thehappynow,1,3,3,3
vscocam,3,115,129,43
laguide,1,3,3,3
darlingweekend,1,3,3,3
livethelittlethings,1,3,3,3
jackiethecrazycatlady,1,3,3,3
liveauthentic,2,37,40,20
cats_of_instagram,1,3,3,3
thatcolorproject,1,3,3,3
thatsdarling,1,3,3,3
artworkinprogress,1,3,3,3
surrealism,1,3,3,3
lempicka,1,3,3,3
artwork,1,3,3,3
portrait,1,3,3,3
cubism,1,3,3,3
illustrator,1,3,3,3
artist,1,3,3,3
fineart,1,3,3,3
artdeco,1,3,3,3
paintor,1,3,3,3
paint,1,3,3,3
noellovelabelle,1,3,3,3
gamblin,1,3,3,3
saint,1,3,3,3
painting,2,20,23,11
noellabelle,1,3,3,3
oilpainting,1,3,3,3
illo,1,2,2,2
doodlersanonymous,1,2,2,2
america,2,9,14,7
tourist,1,5,5,5
noregrets,1,5,5,5
hollywood,2,133,138,69
yolo,1,5,5,5
contiki,1,5,5,5
musicaltheatre,1,4,4,4
facepalm,1,4,4,4
workingtwojobs,1,4,4,4
beltitout,1,4,4,4
actoronhiatus,1,4,4,4
fail,1,4,4,4
thor,1,4,4,4
mixedchicks,1,4,4,4
exclusive,1,11,11,11
guess,1,11,11,11
kevinwong,1,11,11,11
itfdb,5,150,259,51
vanityfair,1,11,11,11
loveguess,1,11,11,11
charlottemckinney,1,11,11,11
spiketv,1,11,11,11
hollywoodstarsgame,1,11,11,11
fashion,5,138,337,67
voguemagazine,1,11,11,11
vogue,1,11,11,11
lamb,1,2,2,2
pieinthehole,1,2,2,2
piehole,2,63,65,32
mexicanpie,1,2,2,2
rattlesnakewraprabbit,1,2,2,2
alldifferenttypeofsausages,1,2,2,2
duckandbacon,1,2,2,2
siblingsbounding,1,1,1,1
iphone,1,2,2,2
colorblend,1,0,0,0
weaving,1,0,0,0
handweaving,1,0,0,0
skatelife,1,2,2,2
squad,1,2,2,2
videoedit,1,2,2,2
weouthere,1,2,2,2
getaway,1,3,3,3
coyotes,1,3,3,3
anotherweek,1,3,3,3
cityneversleeps,1,3,3,3
mindatease,1,3,3,3
mytown,1,0,0,0
chungkingroad,1,0,0,0
incrediblecity,1,0,0,0
chinatown,2,44,44,22
branding,1,1,1,1
badbranding,1,1,1,1
design,3,55,67,22
clippers,1,1,1,1
spellcheck,1,1,1,1
edison,1,3,3,3
gradnight,1,9,9,9
dcls,1,9,9,9
legends,1,9,9,9
classx,1,9,9,9
birthdaygirl,1,8,8,8
mybeautifulmom,1,8,8,8
jamaica,1,1,1,1
earllouis,1,1,1,1
reggae,1,1,1,1
me,3,22,45,15
cute,5,138,190,38
ponyboy,1,4,4,4
request,1,4,4,4
oml,1,4,4,4
awww,1,4,4,4
kissing,1,4,4,4
mlb,2,20,29,14
california,7,133,276,39
野球,1,9,9,9
meatlover,1,4,4,4
koreanbbq,1,4,4,4
korbek,1,4,4,4
losangelesculinary,1,4,4,4
moodaepo,1,4,4,4
bigdvsfood,1,4,4,4
michaeljackson,1,3,3,3
maninthemirror,1,3,3,3
onfleek,1,3,3,3
bea,1,3,3,3
guitarskills,1,3,3,3
present,1,9,9,9
blessed,2,144,153,76
happiness,1,9,9,9
flagg,1,11,11,11
white,1,11,11,11
burningman,1,11,11,11
justme,1,22,22,22
loveyourself,1,22,22,22
lookinggreat,1,22,22,22
feelinggreat,1,22,22,22
alexclare,1,8,8,8
amazing,1,15,15,15
mysuperfilteredlife,1,15,15,15
thisismylife,1,15,15,15
vibes,2,55,70,35
tfbs,1,8,8,8
tokyo,2,9,17,8
london,2,9,17,8
kronika1111,2,9,17,8
philippines,2,9,17,8
soulection,2,9,17,8
nowadayserrbodywannatalk,1,27,27,27
gangsta,1,27,27,27
teamfloatah,1,27,27,27
brucejenner,1,27,27,27
justabunchofgibberish,1,27,27,27
dita,1,3,3,3
selfie,4,126,168,42
face,1,3,3,3
oc,1,3,3,3
study,1,3,3,3
glasses,1,3,3,3
morning,1,3,3,3
cheermeup,1,43,43,43
greatfriends,1,43,43,43
lockandkey,1,43,43,43
koreatown,2,43,57,28
lombard,1,12,12,12
sanfrancisco,1,12,12,12
travelgram,1,12,12,12
롬바드,1,12,12,12
샌프란시스코,1,12,12,12
lombardstreet,1,12,12,12
tacolandiala,1,26,26,26
tacolandia2015,2,38,64,32
tacoseverywhere,1,26,26,26
cats,1,11,11,11
cosplay,2,46,57,28
anime,2,46,57,28
cowboybebop,1,11,11,11
manga,1,11,11,11
doorway,1,17,17,17
wroughtiron,1,17,17,17
turningout,1,9,9,9
blessedones,1,9,9,9
