wordlist,countlist,maxlike,totallike,avelike
thepuppyrun,1,10,10,10
greyhounds,1,10,10,10
valhallarescue,1,10,10,10
gametiime,1,10,10,10
virtualrun,1,10,10,10
jesventures,1,48,48,48
newcarpet,2,48,52,26
misstheoldcarpet,1,48,48,48
carpettradition,1,48,48,48
hellonyc,1,48,48,48
adventures,1,48,48,48
travellife,1,48,48,48
byewestcoast,1,48,48,48
fsmpassport,1,48,48,48
peaceportland,1,48,48,48
cheerstoagreatsummer,1,48,48,48
sunburn,1,120,120,120
honeymoon,1,17,17,17
1979,1,17,17,17
greece,1,17,17,17
fitandfabulous2015,1,18,18,18
fitnfancy2015,1,18,18,18
getscared,1,26,26,26
gs,1,26,26,26
israel,1,7,7,7
yemen,1,7,7,7
jewish,1,7,7,7
yemenite,1,7,7,7
british,1,7,7,7
american,1,7,7,7
history,1,7,7,7
saudi,1,7,7,7
truth,1,7,7,7
gaza,1,7,7,7
aden,1,7,7,7
palestinians,1,7,7,7
raydah,1,7,7,7
repost,1,7,7,7
joinmyteam,1,6,6,6
beyourownboss,1,6,6,6
lovetotravel,1,6,6,6
starterkits,1,6,6,6
bestjobever,1,6,6,6
dolifedifferent,1,6,6,6
prbypatty,1,6,6,6
bestpartyever,1,6,6,6
chinesefood,1,4,4,4
mixeddrinks,1,4,4,4
crazygoodweather,1,4,4,4
beachday,1,4,4,4
home,4,52,92,23
family,4,52,117,29
soup,1,1,1,1
carrot,1,1,1,1
onion,1,1,1,1
chicken,1,1,1,1
rice,1,1,1,1
cabbage,1,1,1,1
pma,1,54,54,54
getyourasstoportlandandy,1,54,54,54
nwisbest,1,54,54,54
jerkchicken,1,21,21,21
houseinfused,1,21,21,21
tacosontacosontacos,1,21,21,21
latergram,1,9,9,9
poolparty,1,9,9,9
hanabistropdx,1,138,138,138
foodie,1,138,138,138
fitfam,2,138,202,101
fitsisters,1,138,138,138
instafit,1,138,138,138
lifestyle,1,138,138,138
albertaartdistrict,1,138,138,138
fitgirlsguide,1,138,138,138
pdxfood,1,138,138,138
foodart,1,138,138,138
foodofig,1,138,138,138
instayum,1,138,138,138
nightout,1,138,138,138
igfood,1,138,138,138
fitlife,1,138,138,138
eatclean,1,138,138,138
nopo,1,138,138,138
pdxeats,1,138,138,138
portlandfood,2,138,176,88
pdxlife,1,138,138,138
pdxpartywjo,1,8,8,8
kennedyschool,1,8,8,8
lettering,1,61,61,61
sullen,1,61,61,61
theletteringgod,1,61,61,61
script,1,61,61,61
thelettermangroup,1,61,61,61
bigmeas,1,61,61,61
scriptkillas,1,61,61,61
letterhead,1,61,61,61
100happydays,2,12,20,10
dogfishhead,1,8,8,8
darcys100happydays,2,12,20,10
festinapeche,1,8,8,8
atliens,1,14,14,14
allnighter,1,14,14,14
chitown,1,14,14,14
idgt,1,14,14,14
imhungry,1,14,14,14
streetart,1,10,10,10
portlandia,2,175,185,92
bridge,1,175,175,175
building,1,175,175,175
rosecityspy,1,175,175,175
collage,1,175,175,175
creatives,1,175,175,175
street,1,175,175,175
pacificnorthwest,1,175,175,175
traveloregon,1,175,175,175
northwestisbest,1,175,175,175
jj_oregon,1,175,175,175
streetphotography,1,175,175,175
artofvisuals,1,175,175,175
viewsofpnw,1,175,175,175
rei1440project,1,175,175,175
thatpnwlife,1,175,175,175
outdoors,1,175,175,175
discoveroregon,1,175,175,175
portlandnw,1,175,175,175
nailsmag,3,97,187,62
motd,3,97,187,62
badgirlfeatures,2,97,152,76
nailartoohlala,3,97,187,62
nailgasm,3,97,187,62
macromanis,1,55,55,55
hpblogger,3,97,187,62
nailartclub,3,97,187,62
craftyfingers,3,97,187,62
nailartaddict,3,97,187,62
coffeelacquer,4,97,204,51
nailitdaily,3,97,187,62
nailspiration,3,97,187,62
instanails,3,97,187,62
nails2inspire,3,97,187,62
supportindie,3,97,187,62
indiepolish,3,97,187,62
hairandfashiondiaries,3,97,187,62
smooshattack,3,97,187,62
notd,3,97,187,62
indieswatch,3,97,187,62
mentalitynailpolish,2,97,152,76
ilnpfeature,3,97,187,62
macro,1,55,55,55
nailstagram,3,97,187,62
nailartappreciation,3,97,187,62
glamorouspumps,3,97,187,62
nailpromote,3,97,187,62
nailsofinstagram,3,97,187,62
macroallthethings,1,55,55,55
gaydude,2,41,65,32
gaylove,2,41,65,32
