wordlist,countlist,maxlike,totallike,avelike
tofindsomelightskins,1,56,56,56
fiyahhh,1,56,56,56
andnowimonamission,1,56,56,56
pip,1,24,24,24
lighting,1,24,24,24
clouds,1,24,24,24
suchagoodmodel,1,24,24,24
nightstalker,1,24,24,24
megandeangelis,5,33,116,23
megedits,5,33,116,23
boom,2,61,97,48
roasted,1,61,61,61
tbird,1,22,22,22
bestfriend,1,22,22,22
ehs,1,22,22,22
stephens,1,22,22,22
uw,1,22,22,22
easthigh,1,22,22,22
blackandgold,1,22,22,22
bae,2,45,67,33
bison,1,22,22,22
classof2015,2,24,46,23
blackandblue,1,22,22,22
shs,1,22,22,22
deerhuntin,1,15,15,15
beerdrankin,1,15,15,15
awesomeness,1,15,15,15
country,1,15,15,15
countrylife,1,15,15,15
obamahatin,1,15,15,15
countryass,1,15,15,15
fuckinlovemyguns,1,15,15,15
rebel,1,15,15,15
america,3,15,33,11
guns,1,15,15,15
wyowritersconference2015,15,11,56,3
dreambig,5,11,28,5
fivestarpublishing,1,4,4,4
cellphone,1,5,5,5
motorola,1,5,5,5
classic,1,5,5,5
vintage,1,5,5,5
oldschool,1,5,5,5
flipphone,1,5,5,5
wy,2,415,457,228
wy125,1,415,415,415
elhurricane,1,13,13,13
concert,1,13,13,13
husky,1,11,11,11
weirdo,1,11,11,11
helix,1,11,11,11
bigboy,1,11,11,11
superlovehim,1,11,11,11
gratitude,1,4,4,4
milkweedpress,1,4,4,4
f150,1,19,19,19
instagram,1,19,19,19
rims,1,19,19,19
pic,1,19,19,19
ford,1,19,19,19
hashtag,1,19,19,19
yep,1,19,19,19
trip,1,19,19,19
ig,1,19,19,19
likethatpic,1,19,19,19
shine,1,19,19,19
doubletap,1,19,19,19
legit,1,19,19,19
geotag,1,19,19,19
rubber,1,19,19,19
thrive,1,19,19,19
hot,1,19,19,19
truck,1,19,19,19
red,1,19,19,19
simplepleasures,1,14,14,14
springtimeincheyenne,1,14,14,14
californiagirlsurviving,1,14,14,14
walloffame,1,4,4,4
radiolife,1,4,4,4
lajotamexicana,1,4,4,4
festival,1,4,4,4
spanishradio,1,4,4,4
alhurricane,1,4,4,4
hispanic,1,4,4,4
newmexico,1,4,4,4
legend,1,4,4,4
summer,4,67,172,43
bestday,1,67,67,67
tree,1,67,67,67
summermemories,1,10,10,10
mommywho,1,10,10,10
writer,1,4,4,4
friend,1,4,4,4
writing,1,3,3,3
author,1,3,3,3
hubby,1,12,12,12
nieces,1,12,12,12
tattoo,1,12,12,12
dogsofinstagram,2,12,23,11
pitbull,2,12,23,11
boyswithink,2,12,23,11
futureauthor,1,12,12,12
zombitarians,1,12,12,12
library,1,12,12,12
keepit💯,2,38,54,27
brother,1,16,16,16
steamboats,1,14,14,14
steak,1,14,14,14
beef,1,14,14,14
angus,1,14,14,14
reservations,1,14,14,14
smokehouse,1,14,14,14
matrimony,1,46,46,46
mygirlies,1,21,21,21
stars,1,21,21,21
softball,1,21,21,21
yummy,1,16,16,16
veganfoodshare,1,16,16,16
vegansofig,1,16,16,16
food,1,16,16,16
foodporn,2,16,26,13
vegan,1,16,16,16
kinsington,1,7,7,7
sister,1,7,7,7
eastcoast,1,7,7,7
gettingsobig,1,7,7,7
shopping,1,7,7,7
pizza,1,7,7,7
stuffed,1,10,10,10
cheatday,1,10,10,10
fajita,1,10,10,10
nomnom,1,10,10,10
sunnyand75,1,10,10,10
36andfabulous,1,10,10,10
grillit,1,10,10,10
bombdotcom,1,10,10,10
spice,1,10,10,10
historicplainshotel,9,6,27,3
downtowncheyenne,6,6,18,3
history,1,3,3,3
hnnngggg,1,6,6,6
beauty,1,6,6,6
squad,2,178,216,108
600seconds,1,45,45,45
littleboyartist,1,45,45,45
twicewhilerunning,1,45,45,45
bna,1,45,45,45
mofrigger,1,45,45,45
dramaticbooty,1,45,45,45
littlebignose😂😄❤,1,45,45,45
blind,1,11,11,11
braille,1,11,11,11
abbietaylor,1,11,11,11
poetry,1,11,11,11
dreamabovethedreamless,1,11,11,11
openmic,2,58,69,34
aspirations,1,3,3,3
thatsmyboy,1,2,2,2
bensonmomma,1,2,2,2
sweateverydamnday,2,13,16,8
fit,1,13,13,13
dadbod,1,13,13,13
results,1,13,13,13
keg,1,13,13,13
detox,1,13,13,13
6pack,1,13,13,13
healthy,1,13,13,13
ilooklikeababe,1,24,24,24
nerdbuddies,1,24,24,24
gradparty,1,24,24,24
on,1,25,25,25
hennig,1,25,25,25
point,1,25,25,25
bunkerdrills,1,18,18,18
firefighter,1,18,18,18
dreamjob,1,18,18,18
fireacademy,1,18,18,18
sun,1,18,18,18
dandan,1,18,18,18
park,1,18,18,18
lds,3,19,50,16
comics,3,19,50,16
mormon,3,19,50,16
2,1,15,15,15
moving,3,19,50,16
3,1,19,19,19
girlygirl,1,7,7,7
drag,1,18,18,18
green,1,18,18,18
dragqueen,1,18,18,18
fauxdrag,1,18,18,18
cheapgas,1,3,3,3
buffaloes,1,3,3,3
happilyobsessed,1,6,6,6
store1381,1,6,6,6
loveyourcurves,1,6,6,6
region3strong,1,6,6,6
mauricesmanagers,1,6,6,6
livfashiondiaries,1,6,6,6
silverjeans,1,6,6,6
