wordlist,countlist,maxlike,totallike,avelike
pharaohatemu,1,47,47,47
pharaoh,1,47,47,47
pharaohatem,1,47,47,47
yugioh,5,47,188,37
anime,5,47,188,37
atemu,1,47,47,47
friendzone,1,40,40,40
funny,1,40,40,40
yami,4,40,141,35
yamiyugi,4,40,141,35
teagardner,3,40,105,35
greatplainszooanddelbridgemuseum,1,5,5,5
flamingo,1,5,5,5
bigsiouxriver,2,8,12,6
goose,1,4,4,4
waterfall,2,8,13,6
night,1,8,8,8
toeachhisown,1,6,6,6
silentstruggle,1,6,6,6
overcoming,1,6,6,6
eagles,1,7,7,7
hotelcalifornia,1,7,7,7
biking,1,4,4,4
sprain,1,4,4,4
mypeoples,1,63,63,63
bacheloring,1,63,63,63
r8,1,16,16,16
audi,1,16,16,16
kids,1,8,8,8
burley,1,8,8,8
lovehim,1,8,8,8
vizsla,1,58,58,58
party,1,39,39,39
relaunch,1,39,39,39
tourlife,1,25,25,25
beautifulsunnyday,1,25,25,25
refugesunite,1,25,25,25
littleethiopia,1,25,25,25
imthecaptainnow,1,25,25,25
tribemeeting,1,25,25,25
blacksheep,1,25,25,25
adaywithcheech,1,25,25,25
listenhere,1,25,25,25
coffeewalk,1,25,25,25
afterlight,1,25,25,25
lifeontheroad,1,25,25,25
lategram,1,25,25,25
carride,1,62,62,62
goodmusic,1,14,14,14
theeagles,2,14,17,8
southdakotagram,2,27,29,14
beautifulfamily,1,14,14,14
firepit,1,14,14,14
handsomehubby,1,14,14,14
lovethemsomuch,1,14,14,14
roastingmarshmallows,1,14,14,14
summertime,1,14,14,14
roastingwieners,1,14,14,14
smores,1,14,14,14
familynight,1,14,14,14
cookout,1,14,14,14
neverlookbackwards,1,2,2,2
imatryhard,1,2,2,2
fulltimeproductions,1,2,2,2
crossfitmobility,1,2,2,2
learninganatomy,1,2,2,2
pregnancy,1,16,16,16
mamawellness,1,16,16,16
fertilityawareness,1,16,16,16
empoweredbirth,1,16,16,16
fertility,1,16,16,16
forestcity,1,17,17,17
motorhome,1,17,17,17
softball,1,64,64,64
raindropsarefallingonmyhead,1,20,20,20
happyman,1,20,20,20
mydate,1,3,3,3
concert,1,3,3,3
pork,1,7,7,7
maquechoux,1,7,7,7
bressel,1,7,7,7
fuckem,1,6,6,6
tupac,1,6,6,6
sufu,1,6,6,6
koolin,1,6,6,6
2pac,1,6,6,6
classicrock,1,5,5,5
witchaywoman,1,5,5,5
strangemusic,1,9,9,9
illz,1,9,9,9
mrbaseball,1,7,7,7
miracleleague,1,7,7,7
scotty,1,7,7,7
cassiemarieedwards,1,37,37,37
fineart,1,37,37,37
seal,1,37,37,37
studio,1,37,37,37
artistsofinstagram,1,37,37,37
repost,2,37,53,26
painting,1,37,37,37
oilpainting,1,37,37,37
noscrubsontour,1,21,21,21
noregrets,1,21,21,21
epicadventure,1,21,21,21
blakecontiki,1,21,21,21
ladsontour,1,21,21,21
grandnorthern,1,21,21,21
northernadventure,1,21,21,21
contiki,1,21,21,21
dal,1,20,20,20
delta,1,20,20,20
737900er,1,20,20,20
inessasary,1,32,32,32
oiin,1,32,32,32
slay,1,32,32,32
nattskiftet,1,27,27,27
truelove,1,27,27,27
sketch,1,27,27,27
thankyouthankyouthankyou,1,27,27,27
favorite,1,27,27,27
slayer,1,27,27,27
nikonshooter,1,38,38,38
muskthistle,1,38,38,38
300mm,1,38,38,38
ant,1,38,38,38
insect,1,38,38,38
thistle,1,38,38,38
