wordlist,countlist,maxlike,totallike,avelike
workplacetragedy,1,17,17,17
bronight,2,8,15,7
summerofphil,1,7,7,7
ye,1,7,7,7
brotime,3,12,27,9
byefelicia,1,2,2,2
notinterested,1,2,2,2
parkingloy,1,14,14,14
lumia635,1,14,14,14
nokia,1,14,14,14
parkinglot,1,14,14,14
ducati,1,14,14,14
bike,1,14,14,14
motorcycle,1,14,14,14
suzuki,1,14,14,14
vroom,1,14,14,14
bdayluis,1,16,16,16
lasertag,1,16,16,16
friends,1,16,16,16
handsshaking,1,16,16,16
bowling,2,16,21,10
bagriders,2,218,341,170
stiwagon,1,218,218,218
slamaru,2,218,341,170
airlift,1,218,218,218
wickedbigmeet,1,218,218,218
airsociety,1,218,218,218
rotiform,2,218,341,170
accuair,1,218,218,218
stanceworks,2,218,341,170
nycgirl,2,47,76,38
sleazegoddess,1,47,47,47
rockstarstyle,1,47,47,47
fridaynight,1,47,47,47
norwegian,1,47,47,47
les,2,47,76,38
katvond,1,47,47,47
letsgetthepartystarted,1,47,47,47
scandinavian,1,47,47,47
relentlessrenegade,1,47,47,47
rockerchick,1,47,47,47
katvondbeauty,1,47,47,47
norwegiangirl,1,47,47,47
homesick,2,47,76,38
santacruzband,1,47,47,47
barhopping,1,47,47,47
bvt,1,47,47,47
korerozzik,1,47,47,47
katvondmakeup,1,47,47,47
sleazerockchick,1,47,47,47
gorgeous,1,47,47,47
nyc,4,272,568,142
norwegianbeauty,1,47,47,47
koreloco,1,47,47,47
korewhore,1,47,47,47
sfxmakeup,1,26,26,26
practice,1,26,26,26
makeuppractice,1,26,26,26
scratch,1,26,26,26
makeup,3,64,146,48
blackeye,1,26,26,26
cascade,1,5,5,5
vtbeer,2,89,94,47
smash,1,5,5,5
northshirebrewery,1,1,1,1
drinkvtbeer,2,1,2,1
usairforce,1,16,16,16
airforce,1,16,16,16
militarylife,1,16,16,16
iloveamaninuniform,1,16,16,16
unitedstatesmilitary,1,16,16,16
military,1,16,16,16
maninuniform,1,16,16,16
meninuniform,1,16,16,16
body,1,48,48,48
instagirl,2,68,116,58
fashion,2,48,57,28
mirrorselfie,2,68,116,58
bodypositive,1,48,48,48
girl,1,48,48,48
me,2,68,116,58
gymselfie,2,68,116,58
face,1,48,48,48
bodypositivity,1,48,48,48
pretty,1,48,48,48
feelingmyself,1,48,48,48
instafit,2,68,116,58
fitfam,1,68,68,68
hiit,1,68,68,68
gym,1,68,68,68
cardio,1,68,68,68
womenwithmuscles,1,68,68,68
fit,2,80,148,74
girlswholift,1,68,68,68
womenwholift,1,68,68,68
legday,1,68,68,68
sick,1,68,68,68
girlswhosquat,1,68,68,68
gymrat,1,68,68,68
workout,2,80,148,74
gymfreak,1,68,68,68
sweat,1,68,68,68
saying,1,78,78,78
ehs,1,78,78,78
just,1,78,78,78
is,1,78,78,78
hard,1,78,78,78
goodbye,1,78,78,78
the,1,78,78,78
best,2,78,97,48
neacac2015,1,17,17,17
latergram,1,17,17,17
foodie,1,17,17,17
pinestreet,2,17,29,14
food,3,51,108,36
foodtruck,2,17,29,14
bacon,1,17,17,17
burger,1,17,17,17
foodgram,1,17,17,17
farmtotable,1,17,17,17
burgerfarm,1,17,17,17
vermontstyle,2,17,31,15
eatlocal,3,40,69,23
pineapple,1,17,17,17
bbq,1,17,17,17
tonsofice,1,5,5,5
kahlua,1,5,5,5
kettleone,1,5,5,5
mintchocolatechip,1,12,12,12
icecreamsandwich,1,12,12,12
icecream,1,12,12,12
sandwhich,1,12,12,12
treatyourself,1,12,12,12
happyfriday,1,12,12,12
play,1,9,9,9
shoes,2,19,28,14
archetypes,1,9,9,9
doll,1,9,9,9
periodpositive,1,9,9,9
personalstyle,1,9,9,9
moondays,1,9,9,9
culture,1,9,9,9
rolemodels,1,9,9,9
barbiedoll,1,9,9,9
barbie,1,9,9,9
girls,1,9,9,9
mattel,1,9,9,9
wideningthecycle,1,9,9,9
women,1,9,9,9
menstruationmatters,1,9,9,9
life,5,60,153,30
federicofellini,1,7,7,7
howtosantafe,2,7,14,7
fellini,1,7,7,7
filmsantafe,1,7,7,7
passion,1,7,7,7
santafeskies,3,18,28,9
burquepower,1,17,17,17
igersabq_potd,1,17,17,17
igersnm,1,17,17,17
🐱,1,65,65,65
sleepycat,1,65,65,65
gato,1,65,65,65
jinjathecat,1,65,65,65
instacats,1,65,65,65
tyrabeauty,1,0,0,0
beautytainers,1,0,0,0
bigstage,1,19,19,19
losangel,1,19,19,19
sneaker,1,19,19,19
kobebryant,1,19,19,19
limited,1,19,19,19
collection,1,19,19,19
kobe,1,19,19,19
nba,2,198,217,108
champions,1,19,19,19
1stfan,1,19,19,19
mvp,1,19,19,19
basketball,1,19,19,19
kobev,1,19,19,19
kobebigstage,1,19,19,19
nike,1,19,19,19
blackmamba,1,19,19,19
5th,1,19,19,19
golden,1,19,19,19
zoom,1,19,19,19
lakers,1,19,19,19
legend,1,19,19,19
5,1,19,19,19
greatest,1,19,19,19
memory,1,19,19,19
2010,1,19,19,19
5times,1,19,19,19
staplecenter,1,19,19,19
final,1,19,19,19
thatkindofweek,1,9,9,9
margarita,1,9,9,9
vermont2015,1,5,5,5
familyreunion,1,5,5,5
therailyardrules,1,7,7,7
santaferailyard,1,7,7,7
bighero6,1,7,7,7
summerattherailyard,1,7,7,7
railyardpark,1,7,7,7
cacti,2,10,19,9
clouds,2,10,19,9
santafecolor,2,10,19,9
dannybrown,3,272,690,230
wale,3,272,690,230
love,9,272,717,79
lyrics,3,272,690,230
hotnewhiphop,3,272,690,230
freestyle,3,272,690,230
sza,3,272,690,230
hot97,3,272,690,230
surf,3,272,690,230
hiphop,2,272,470,235
stevegunna,3,272,690,230
lyrical,3,272,690,230
soundcloud,1,272,272,272
poem,2,272,492,246
talent,3,272,690,230
upcoming,2,272,470,235
alla,3,272,690,230
chancetherapper,3,272,690,230
jcole,3,272,690,230
joeybadass,2,272,492,246
kendricklamar,3,272,690,230
asaprocky,3,272,690,230
4barfriday,2,272,470,235
poetic,3,272,690,230
music,7,272,739,105
planes,2,272,492,246
underground,3,272,690,230
cozz,1,272,272,272
boring,1,9,9,9
bored,2,21,30,15
tvseries,1,9,9,9
raining,1,9,9,9
iamnewmexico,1,9,9,9
tooktheoption,1,8,8,8
