wordlist,countlist,maxlike,totallike,avelike
vegas,62,151,1606,25
lasvegas,54,110,1201,22
vegasbaby,10,165,340,34
sincity,9,86,294,32
omnia,9,151,377,41
bellagio,8,101,218,27
love,7,64,183,26
vegasbound,6,51,146,24
vegaslife,6,38,90,15
hakkasan,5,18,53,10
marquee,5,64,131,26
nightlife,5,62,105,21
lv,5,146,304,60
nevada,5,21,64,12
life,5,22,75,15
drais,4,18,42,10
foodie,4,150,305,76
instagood,4,150,255,63
selfie,4,151,219,54
ebc,4,26,69,17
vegaslocals,4,26,69,17
vegas2015,4,101,144,36
mgmgrand,4,37,80,20
bachelorette,4,110,205,51
thestrip,4,86,169,42
party,3,49,87,29
lasvegasstrip,3,8,9,3
repost,3,38,56,18
thevenetian,3,1,2,0
losangeles,3,18,30,10
