filter_name，score，avg_like,img1,img2,img3,img4
Normal,50,33,https://scontent.cdninstagram.com/hphotos-xaf1/l/t51.2885-15/e15/11350966_834605933241795_1679049349_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11296759_1459510401027080_310431411_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11380194_1599384796999392_71479074_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11325819_642585625843736_868333917_n.jpg
Crema,3,2,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11356495_1114858418530226_1085082055_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11356495_1114858418530226_1085082055_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11376459_734024380042462_1218198830_n.jpg,,Inkwell,3,15,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11428805_1603899573208525_914895719_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11428805_1603899573208525_914895719_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11378113_1598483730426216_1713094727_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11327837_1662460163982277_1962756823_n.jpg,Juno,3,7,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11296647_450373188466994_719548955_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11296647_450373188466994_719548955_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11379227_382853001911739_220702763_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11372023_1582302668702689_791981241_n.jpg,
